truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
b77e,5,"O(X(O(x0,x2),x1),X(X(x0,x2),x3))",37,33,0.89189189189189189
b796,5,"O(A(N(x1),x3),X(X(x0,x1),x2))",31,28,0.90322580645161288
b7a2,5,"A(N(A(X(x0,x2),x1)),O(x0,x3))",33,30,0.90909090909090906
b7a5,5,"N(A(O(N(x3),x1),X(x0,x2)))",27,25,0.92592592592592593
b7a6,5,"X(A(X(x0,x2),x1),O(O(x0,x1),x3))",34,29,0.8529411764705882
b7aa,5,"X(A(A(X(x0,x2),x1),x3),O(x0,x3))",34,34,1
b7b0,5,"A(N(A(X(x0,x2),x1)),O(x2,x3))",33,30,0.90909090909090906
b7b2,5,"X(A(X(x0,x2),x1),O(O(x0,x2),x3))",34,31,0.91176470588235292
b7b4,5,"X(A(X(x0,x2),x1),O(O(x1,x2),x3))",34,29,0.8529411764705882
b7bb,5,"N(A(X(O(N(x3),x2),x0),x1))",25,25,1
b7bd,5,"O(N(X(x0,x2)),X(O(x2,x3),x1))",32,31,0.96875
b7be,5,"O(X(O(x2,x3),x1),X(X(x0,x1),x2))",38,36,0.94736842105263153
b7bf,5,"N(A(A(O(x2,x3),X(x0,x2)),x1))",29,28,0.96551724137931039
b7cc,5,"O(A(N(X(x0,x2)),x1),X(x1,x3))",29,28,0.96551724137931039
b7cf,5,"O(N(X(A(x0,x1),x2)),X(x1,x3))",30,28,0.93333333333333335
b7dd,5,"O(N(X(A(x1,x2),x0)),X(x1,x3))",30,28,0.93333333333333335
b7e7,5,"O(N(X(x0,x2)),X(O(x0,x3),x1))",32,31,0.96875
b7e8,5,"O(A(x0,x2),X(A(O(x0,x2),x1),x3))",37,35,0.94594594594594594
b7ee,5,"O(X(A(N(x2),x1),x0),X(x1,x3))",30,29,0.96666666666666667
b7f0,5,"X(A(A(X(x0,x2),x1),x3),O(x2,x3))",34,34,1
b7f3,5,"N(A(X(O(N(x3),x0),x2),x1))",25,25,1
b7f6,5,"O(X(O(x0,x3),x1),X(X(x0,x1),x2))",36,34,0.94444444444444442
b7f7,5,"N(A(A(O(x0,x3),X(x0,x2)),x1))",29,28,0.96551724137931039
b7fc,5,"O(X(A(N(x0),x1),x2),X(x1,x3))",30,28,0.93333333333333335
b80f,5,"X(O(A(X(x0,x2),x1),N(x3)),x2)",31,31,1
b812,5,"X(A(N(x1),X(x0,x2)),A(x0,x3))",31,29,0.93548387096774188
b822,5,"X(A(X(A(x2,x3),x0),X(x1,x3)),x0)",39,37,0.94871794871794868
b82e,5,"X(A(X(X(x0,x1),x2),X(x1,x3)),x0)",38,38,1
b83c,5,"X(A(O(N(x3),X(x0,x2)),x1),x2)",31,31,1
b844,5,"A(O(x1,x2),X(A(N(x0),x1),x3))",33,31,0.93939393939393945
b847,5,"N(X(A(X(x0,x2),x1),X(x2,x3)))",30,30,1
b856,5,"X(A(O(x0,x1),X(x0,x3)),O(x1,x2))",38,35,0.92105263157894735
b866,5,"X(A(O(X(x0,x2),x1),X(x1,x3)),x0)",37,34,0.91891891891891897
b86a,5,"X(A(X(A(x0,x3),x2),X(x1,x3)),x0)",38,37,0.97368421052631582
b884,5,"X(A(X(x1,x2),X(x1,x3)),A(x0,x1))",37,36,0.97297297297297303
b888,5,"A(O(A(x2,x3),x1),O(N(x1),x0))",33,27,0.81818181818181823
b88b,5,"N(X(A(x0,x1),O(X(x2,x3),x1)))",30,25,0.83333333333333337
b88c,5,"O(A(X(x1,x2),X(x1,x3)),A(x0,x1))",39,36,0.92307692307692313
b89a,5,"X(A(N(x1),X(A(x0,x3),x2)),x0)",31,28,0.90322580645161288
b8a6,5,"X(A(X(O(x0,x1),x2),X(x1,x3)),x0)",39,38,0.97435897435897434
b8a8,5,"A(O(A(N(x1),x3),x0),O(x1,x2))",33,28,0.84848484848484851
b8aa,5,"X(A(A(N(x1),X(x0,x2)),x3),x0)",29,25,0.86206896551724133
b8b0,5,"A(O(A(x1,x3),x2),O(N(x1),x0))",33,31,0.93939393939393945
b8b2,5,"X(A(X(O(x2,x3),x1),X(x0,x2)),x0)",37,34,0.91891891891891897
b8b4,5,"X(A(N(x0),x1),O(A(x1,x3),x2))",32,32,1
b8b7,5,"X(A(X(x0,x2),x1),O(N(x3),x2))",31,31,1
b8bc,5,"A(O(X(O(x2,x3),x1),x0),O(x1,x2))",36,31,0.86111111111111116
b8c0,5,"O(A(A(x0,x1),x3),A(X(x1,x3),x2))",35,32,0.91428571428571426
b8cc,5,"A(O(A(x0,x1),X(x1,x3)),O(x1,x2))",38,35,0.92105263157894735
b8cf,5,"O(A(x0,x1),X(O(N(x2),x1),x3))",33,32,0.96969696969696972
b8de,5,"X(A(X(x0,x1),X(x0,x3)),O(x1,x2))",37,36,0.97297297297297303
b8e0,5,"A(O(A(x1,x3),x2),O(X(x1,x3),x0))",40,39,0.97499999999999998
b8e8,5,"A(O(A(X(x1,x3),x2),x0),O(x1,x2))",38,31,0.81578947368421051
b8ed,5,"N(X(O(X(x1,x3),x0),O(x1,x2)))",31,30,0.967741935483871
b8ee,5,"X(A(X(O(x1,x2),x0),X(x1,x3)),x0)",39,38,0.97435897435897434
b8f8,5,"O(A(N(A(x1,x3)),x2),A(x0,x1))",33,28,0.84848484848484851
b8fc,5,"A(O(N(A(x1,x3)),x0),O(x1,x2))",30,28,0.93333333333333335
b8ff,5,"O(N(x3),X(A(X(x0,x2),x1),x2))",29,28,0.96551724137931039
b900,5,"A(N(X(O(A(x0,x2),x1),x0)),x3)",31,28,0.90322580645161288
b90a,5,"X(O(A(x0,x2),A(x1,x3)),X(x0,x3))",40,40,1
b913,5,"N(X(A(x0,x3),O(A(x0,x2),x1)))",32,28,0.875
b919,5,"X(O(A(X(x1,x3),x2),N(x0)),x1)",31,30,0.967741935483871
b920,5,"X(A(X(A(x0,x2),x3),X(x0,x1)),x3)",39,36,0.92307692307692313
b926,5,"X(O(A(X(x0,x1),x2),X(x0,x3)),x1)",37,34,0.91891891891891897
b92a,5,"X(A(X(A(x0,x2),x3),X(x1,x3)),x0)",39,38,0.97435897435897434
b955,5,"N(X(A(O(A(x0,x2),x1),x3),x0))",32,29,0.90625
b964,5,"X(A(O(X(x2,x3),x1),X(x0,x1)),x3)",37,30,0.81081081081081086
b966,5,"O(A(A(x0,x2),x3),X(X(x0,x1),x3))",33,30,0.90909090909090906
b96e,5,"O(A(X(x1,x2),x0),X(X(x0,x1),x3))",37,37,1
b976,5,"O(A(N(x1),x2),X(X(x0,x1),x3))",31,28,0.90322580645161288
b98a,5,"X(A(N(x1),X(A(x0,x2),x3)),x0)",31,25,0.80645161290322576
b999,5,"N(X(O(A(A(x0,x2),x3),x1),x0))",29,24,0.82758620689655171
b99b,5,"N(A(O(X(x2,x3),x1),X(x0,x1)))",30,23,0.76666666666666672
b9a0,5,"O(A(N(X(x0,x1)),x3),A(x0,x2))",33,33,1
b9aa,5,"O(A(x0,x2),X(A(N(x1),x3),x0))",31,28,0.90322580645161288
b9b3,5,"O(A(x0,x2),N(X(A(x0,x3),x1)))",32,32,1
b9b6,5,"O(A(x0,x2),X(O(X(x0,x3),x2),x1))",39,37,0.94871794871794868
b9be,5,"O(A(x0,x1),X(O(X(x0,x3),x2),x1))",38,35,0.92105263157894735
b9d9,5,"O(A(X(x1,x3),x2),N(X(x0,x1)))",31,26,0.83870967741935487
b9df,5,"N(A(X(A(x0,x2),x3),X(x0,x1)))",32,29,0.90625
b9ec,5,"O(A(x0,x2),X(A(N(x0),x3),x1))",33,28,0.84848484848484851
b9ee,5,"O(A(O(x1,x2),x0),X(O(x0,x1),x3))",38,37,0.97368421052631582
b9f5,5,"N(X(O(A(x0,x2),A(x1,x3)),x0))",34,34,1
b9ff,5,"N(A(X(O(A(x0,x2),x1),x0),x3))",30,27,0.90000000000000002
ba03,5,"O(A(x0,x3),N(O(X(x2,x3),x1)))",33,26,0.78787878787878785
ba0a,5,"X(A(X(O(A(x1,x3),x0),x3),x2),x0)",37,34,0.91891891891891897
ba0c,5,"O(A(X(x1,x2),X(x1,x3)),A(x0,x3))",39,37,0.94871794871794868
ba10,5,"O(A(N(O(x0,x1)),x2),A(x0,x3))",30,26,0.8666666666666667
ba12,5,"O(A(N(x1),X(x0,x2)),A(x0,x3))",33,28,0.84848484848484851
ba15,5,"N(X(O(A(X(x1,x3),x2),x0),x3))",31,27,0.87096774193548387
ba18,5,"O(A(X(x0,x2),X(x1,x2)),A(x0,x3))",39,36,0.92307692307692313
ba1a,5,"O(A(x0,x3),X(O(A(x1,x2),x0),x2))",40,38,0.94999999999999996
ba2a,5,"X(A(A(X(x0,x3),X(x1,x3)),x2),x0)",34,28,0.82352941176470584
ba32,5,"A(O(A(x0,x3),N(x1)),O(x0,x2))",33,30,0.90909090909090906
ba38,5,"A(O(A(x0,x3),X(x1,x2)),O(x0,x2))",39,36,0.92307692307692313
ba3a,5,"O(A(x0,x3),X(A(x1,x2),O(x0,x2)))",37,35,0.94594594594594594
ba3c,5,"O(A(x0,x3),X(O(A(x1,x3),x2),x1))",40,38,0.94999999999999996
ba40,5,"A(O(x0,x2),X(A(N(x0),x1),x3))",32,29,0.90625
ba45,5,"N(X(O(A(N(x1),x2),x0),x3))",26,24,0.92307692307692313
ba46,5,"X(A(O(x1,x2),X(O(x0,x1),x3)),x0)",39,33,0.84615384615384615
ba48,5,"O(A(X(x0,x2),X(x1,x3)),A(x0,x3))",41,38,0.92682926829268297
ba54,5,"X(A(N(x0),O(X(x2,x3),x1)),x3)",31,24,0.77419354838709675
ba57,5,"N(A(O(X(x2,x3),x1),X(x0,x3)))",31,26,0.83870967741935487
ba5a,5,"X(A(A(O(x0,x1),x2),x3),X(x0,x2))",35,29,0.82857142857142863
ba60,5,"O(A(X(O(x0,x3),x1),x2),A(x0,x3))",39,35,0.89743589743589747
ba6a,5,"O(A(x0,x3),X(A(X(x1,x3),x2),x0))",36,32,0.88888888888888884
ba72,5,"A(N(A(X(x0,x3),x1)),O(x0,x2))",33,30,0.90909090909090906
ba75,5,"N(A(O(N(x2),x1),X(x0,x3)))",27,24,0.88888888888888884
ba76,5,"X(A(X(x0,x3),x1),O(O(x0,x1),x2))",34,33,0.97058823529411764
ba7a,5,"X(A(A(X(x0,x3),x1),x2),O(x0,x2))",34,32,0.94117647058823528
ba86,5,"X(A(X(O(x0,x1),x3),X(x1,x2)),x0)",39,34,0.87179487179487181
ba88,5,"A(O(A(N(x1),x2),x0),O(x1,x3))",33,28,0.84848484848484851
ba8a,5,"X(A(A(N(x1),X(x0,x3)),x2),x0)",29,18,0.62068965517241381
ba90,5,"O(A(N(X(x0,x1)),x2),A(x0,x3))",33,32,0.96969696969696972
ba9a,5,"O(A(x0,x3),X(A(N(x1),x2),x0))",31,25,0.80645161290322576
baa8,5,"X(A(O(X(x2,x3),x1),X(x0,x2)),x2)",36,31,0.86111111111111116
baaf,5,"O(N(O(A(x1,x2),X(x2,x3))),x0)",29,19,0.65517241379310343
bab0,5,"A(O(A(N(x1),x2),x0),O(x2,x3))",33,31,0.93939393939393945
bab8,5,"O(A(N(x1),x2),A(O(x1,x3),x0))",33,29,0.87878787878787878
babb,5,"O(A(N(x1),O(N(x3),x2)),x0)",25,18,0.71999999999999997
babf,5,"O(N(X(A(X(x1,x3),x2),x3)),x0)",29,24,0.82758620689655171
bac8,5,"A(O(A(X(x1,x3),x2),x0),O(x1,x3))",38,32,0.84210526315789469
bacc,5,"O(A(O(x1,x2),X(x1,x3)),A(x0,x3))",39,34,0.87179487179487181
bacf,5,"O(A(x0,x3),X(O(N(x2),x1),x3))",33,29,0.87878787878787878
bad5,5,"O(A(X(x1,x3),x2),N(X(x0,x3)))",31,27,0.87096774193548387
bae0,5,"A(O(A(X(x1,x3),x2),x0),O(x2,x3))",38,34,0.89473684210526316
baf0,5,"O(A(N(A(x1,x3)),x2),A(x0,x3))",33,29,0.87878787878787878
bafc,5,"O(A(x0,x3),X(A(x1,x3),O(x1,x2)))",38,34,0.89473684210526316
baff,5,"O(A(N(x1),x2),O(N(x3),x0))",23,19,0.82608695652173914
bb08,5,"X(A(X(O(A(x0,x2),x3),x0),x1),x3)",37,37,1
bb0b,5,"A(O(N(x1),x0),O(N(x2),x3))",27,27,1
bb0c,5,"O(A(x0,x3),X(O(A(x1,x2),x3),x1))",40,38,0.94999999999999996
bb0e,5,"A(O(N(x2),x3),O(X(x1,x3),x0))",33,32,0.96969696969696972
bb12,5,"X(O(X(O(x1,x2),x0),X(x1,x3)),x1)",38,33,0.86842105263157898
bb13,5,"O(A(x0,x3),N(O(A(x0,x2),x1)))",33,25,0.75757575757575757
bb1a,5,"A(O(N(x1),x0),O(X(x0,x2),x3))",33,31,0.93939393939393945
bb1e,5,"O(A(x0,x3),X(O(x0,x1),O(x2,x3)))",39,36,0.92307692307692313
bb28,5,"X(A(X(A(x0,x2),x1),X(x0,x3)),x3)",38,36,0.94736842105263153
bb2c,5,"A(O(X(x1,x2),x3),O(X(x1,x3),x0))",39,37,0.94871794871794868
bb30,5,"A(O(A(x0,x3),N(x1)),O(x2,x3))",33,29,0.87878787878787878
bb36,5,"O(A(x0,x3),X(O(O(x0,x2),x3),x1))",36,32,0.88888888888888884
bb38,5,"A(O(N(x1),x0),O(X(x1,x2),x3))",33,31,0.93939393939393945
bb39,5,"O(A(x0,x3),X(O(N(x0),x2),x1))",32,32,1
bb3b,5,"O(A(O(N(x2),x3),x0),N(x1))",25,25,1
bb3f,5,"N(A(X(A(x0,x3),O(x2,x3)),x1))",29,29,1
bb40,5,"A(O(x2,x3),X(A(N(x0),x1),x3))",32,31,0.96875
bb41,5,"N(X(O(X(O(x2,x3),x1),x0),x3))",32,29,0.90625
bb42,5,"X(A(X(O(x2,x3),x0),X(x0,x1)),x3)",40,37,0.92500000000000004
bb46,5,"X(O(A(O(x2,x3),x0),x1),X(x0,x3))",38,34,0.89473684210526316
bb4a,5,"A(O(X(x0,x2),x3),O(X(x1,x3),x0))",39,39,1
bb4b,5,"X(A(N(x0),x1),O(N(x2),x3))",25,25,1
bb4c,5,"X(A(A(O(x2,x3),x0),x1),X(x1,x3))",34,34,1
bb4e,5,"X(A(O(x2,x3),X(x0,x3)),O(x0,x1))",38,37,0.97368421052631582
bb57,5,"N(A(O(A(x0,x2),x1),X(x0,x3)))",32,25,0.78125
bb5a,5,"X(A(O(x0,x1),X(x0,x3)),O(x2,x3))",38,36,0.94736842105263153
bb6c,5,"O(A(x0,x3),X(A(x0,x2),X(x1,x3)))",38,38,1
bb70,5,"A(N(A(X(x0,x3),x1)),O(x2,x3))",33,31,0.93939393939393945
bb72,5,"X(A(X(x0,x3),x1),O(O(x0,x2),x3))",34,31,0.91176470588235292
bb74,5,"X(A(X(x0,x3),x1),O(O(x1,x2),x3))",34,29,0.8529411764705882
bb7b,5,"N(A(X(O(N(x2),x3),x0),x1))",25,25,1
bb7d,5,"O(N(X(x0,x3)),X(O(x2,x3),x1))",32,31,0.96875
bb7e,5,"O(X(O(x2,x3),x1),X(X(x0,x1),x3))",38,36,0.94736842105263153
bb7f,5,"N(A(A(O(x2,x3),X(x0,x3)),x1))",29,28,0.96551724137931039
bb80,5,"A(O(A(x1,x2),x3),O(N(x1),x0))",33,31,0.93939393939393945
bb82,5,"X(A(X(O(x2,x3),x1),X(x0,x3)),x0)",37,36,0.97297297297297303
bb84,5,"X(A(N(x0),x1),O(A(x1,x2),x3))",32,31,0.96875
bb87,5,"X(A(X(x0,x3),x1),O(N(x2),x3))",31,31,1
bb8c,5,"A(O(X(O(x2,x3),x1),x0),O(x1,x3))",36,32,0.88888888888888884
bb93,5,"O(A(x0,x3),N(X(A(x0,x2),x1)))",32,32,1
bb96,5,"O(A(x0,x3),X(O(X(x0,x2),x3),x1))",39,38,0.97435897435897434
bb9e,5,"O(A(x0,x1),X(O(X(x0,x2),x3),x1))",38,33,0.86842105263157898
bba0,5,"A(O(A(N(x1),x3),x0),O(x2,x3))",33,32,0.96969696969696972
bba8,5,"O(A(N(x1),x3),A(O(x1,x2),x0))",33,28,0.84848484848484851
bbab,5,"O(A(N(x1),O(N(x2),x3)),x0)",25,19,0.76000000000000001
bbaf,5,"O(N(X(A(X(x1,x2),x3),x2)),x0)",29,24,0.82758620689655171
bbb1,5,"N(X(A(O(x2,x3),x0),O(x0,x1)))",31,31,1
bbb2,5,"X(O(X(O(x2,x3),x0),X(x0,x1)),x1)",37,36,0.97297297297297303
bbb5,5,"N(A(O(x0,x1),X(O(x2,x3),x0)))",34,32,0.94117647058823528
bbb8,5,"A(O(N(x1),x0),O(O(x1,x2),x3))",30,25,0.83333333333333337
bbb9,5,"N(X(O(A(O(x2,x3),x0),x1),x0))",32,28,0.875
bbbd,5,"N(A(X(O(x2,x3),x0),X(x0,x1)))",33,30,0.90909090909090906
bbc0,5,"A(O(A(x0,x1),X(x1,x3)),O(x2,x3))",38,37,0.97368421052631582
bbc3,5,"O(A(x0,x3),X(O(N(x2),x3),x1))",33,32,0.96969696969696972
bbc8,5,"O(A(O(x2,x3),X(x1,x3)),A(x0,x1))",39,36,0.92307692307692313
bbcb,5,"O(A(x0,x1),X(O(N(x2),x3),x1))",33,27,0.81818181818181823
bbce,5,"O(A(O(N(x2),x1),x0),X(x1,x3))",31,28,0.90322580645161288
bbd2,5,"X(A(X(x0,x1),X(x0,x3)),O(x2,x3))",37,37,1
bbd7,5,"N(A(X(A(x0,x2),x1),X(x0,x3)))",32,30,0.9375
bbde,5,"O(X(A(N(x1),x2),x0),X(x1,x3))",31,25,0.80645161290322576
bbe1,5,"N(X(O(X(x1,x3),x0),O(x2,x3)))",31,31,1
bbe2,5,"X(A(X(O(x2,x3),x0),X(x1,x3)),x0)",39,38,0.97435897435897434
bbe4,5,"O(A(x0,x2),X(A(N(x0),x1),x3))",33,31,0.93939393939393945
bbe6,5,"O(A(O(x2,x3),x0),X(O(x0,x3),x1))",38,38,1
bbed,5,"O(N(X(O(x1,x2),x0)),X(x1,x3))",31,27,0.87096774193548387
bbef,5,"O(N(O(x1,x2)),O(X(x1,x3),x0))",29,24,0.82758620689655171
bbf0,5,"A(O(N(A(x1,x3)),x0),O(x2,x3))",30,30,1
bbf3,5,"O(N(x1),X(A(X(x0,x2),x3),x2))",29,28,0.96551724137931039
bbf7,5,"N(A(X(O(A(x0,x2),x3),x0),x1))",30,30,1
bbf8,5,"O(A(x0,x1),X(A(x1,x3),O(x2,x3)))",38,34,0.89473684210526316
bbfb,5,"O(A(N(x3),x2),O(N(x1),x0))",23,20,0.86956521739130432
bbfc,5,"O(X(A(X(x0,x2),x1),x2),X(x1,x3))",34,31,0.91176470588235292
bbfe,5,"O(A(N(x1),x2),O(X(x1,x3),x0))",29,21,0.72413793103448276
bc1c,5,"X(A(O(N(x0),X(x1,x3)),x2),x1)",31,28,0.90322580645161288
bc2c,5,"X(A(O(X(x0,x1),X(x0,x3)),x2),x1)",34,31,0.91176470588235292
bc34,5,"X(A(O(N(x0),X(x2,x3)),x1),x2)",31,30,0.967741935483871
bc38,5,"X(A(O(X(x0,x2),X(x0,x3)),x1),x2)",34,34,1
bc3e,5,"O(A(N(X(x1,x3)),x0),X(x1,x2))",30,28,0.93333333333333335
bc43,5,"N(X(O(A(x0,x1),X(x1,x2)),x3))",31,31,1
bc7c,5,"O(A(N(X(x0,x3)),x1),X(x1,x2))",29,29,1
bc7f,5,"O(N(X(A(x0,x1),x3)),X(x1,x2))",30,30,1
bc80,5,"O(A(A(x0,x1),x2),A(X(x1,x2),x3))",35,32,0.91428571428571426
bc8c,5,"A(O(A(x0,x1),X(x1,x2)),O(x1,x3))",38,33,0.86842105263157898
bc8f,5,"O(A(x0,x1),X(O(N(x3),x1),x2))",33,31,0.93939393939393945
bca8,5,"A(O(A(X(x1,x2),x3),x0),O(x1,x2))",38,31,0.81578947368421051
bcac,5,"O(A(O(x1,x3),X(x1,x2)),A(x0,x2))",39,33,0.84615384615384615
bcaf,5,"O(A(x0,x2),X(O(N(x3),x1),x2))",33,30,0.90909090909090906
bcb0,5,"A(O(A(x0,x1),X(x1,x2)),O(x2,x3))",38,38,1
bcb3,5,"O(A(x0,x2),X(O(N(x3),x2),x1))",33,31,0.93939393939393945
bcb8,5,"O(A(O(x2,x3),X(x1,x2)),A(x0,x1))",39,34,0.87179487179487181
bcbb,5,"O(A(x0,x1),X(O(N(x3),x2),x1))",33,30,0.90909090909090906
bcbe,5,"O(A(O(N(x3),x1),x0),X(x1,x2))",31,30,0.967741935483871
bccb,5,"N(X(O(A(x0,x1),X(x2,x3)),x1))",32,28,0.875
bce3,5,"N(X(O(A(x0,x2),X(x1,x3)),x2))",32,30,0.9375
bce8,5,"A(O(X(A(x1,x2),x3),x0),O(x1,x2))",39,34,0.87179487179487181
bcfc,5,"O(A(O(N(x3),x0),x1),X(x1,x2))",30,28,0.93333333333333335
bcff,5,"O(A(x0,x1),O(N(x3),X(x1,x2)))",28,25,0.8928571428571429
bd00,5,"A(N(A(X(x0,x1),X(x0,x2))),x3)",29,26,0.89655172413793105
bd0a,5,"X(A(X(A(x1,x3),x0),X(x0,x2)),x3)",39,39,1
bd18,5,"X(A(X(X(x1,x2),x3),X(x0,x2)),x3)",38,38,1
bd22,5,"X(A(X(A(x2,x3),x0),X(x0,x1)),x3)",39,35,0.89743589743589747
bd24,5,"X(A(X(X(x1,x2),x3),X(x0,x1)),x3)",38,38,1
bd3c,5,"O(A(N(X(x0,x1)),x3),X(x1,x2))",30,30,1
bd3f,5,"O(N(X(A(x0,x3),x1)),X(x1,x2))",31,31,1
bd48,5,"X(A(X(A(x0,x3),x1),X(x0,x2)),x3)",38,37,0.97368421052631582
bd5a,5,"O(A(X(x1,x2),x3),X(X(x0,x2),x3))",36,31,0.86111111111111116
bd60,5,"X(A(X(A(x0,x3),x2),X(x0,x1)),x3)",38,36,0.94736842105263153
bd66,5,"O(A(X(x1,x2),x3),X(X(x0,x1),x3))",36,34,0.94444444444444442
bd7d,5,"O(N(X(A(x1,x3),x0)),X(x1,x2))",30,30,1
bd8e,5,"X(A(X(x0,x1),X(x0,x2)),O(x1,x3))",37,35,0.94594594594594594
bd99,5,"O(A(X(x1,x2),x3),N(X(x0,x1)))",31,27,0.87096774193548387
bd9f,5,"N(A(X(A(x0,x3),x2),X(x0,x1)))",32,30,0.9375
bda5,5,"O(A(X(x1,x2),x3),N(X(x0,x2)))",31,29,0.93548387096774188
bdb2,5,"X(A(X(x0,x1),X(x0,x2)),O(x2,x3))",37,36,0.97297297297297303
bdb7,5,"N(A(X(A(x0,x3),x1),X(x0,x2)))",32,31,0.96875
bdbe,5,"O(X(A(N(x1),x3),x0),X(x1,x2))",31,30,0.967741935483871
bddb,5,"N(A(X(X(x1,x2),x3),X(x0,x1)))",31,31,1
bddd,5,"N(A(X(A(x2,x3),x0),X(x0,x1)))",33,29,0.87878787878787878
bdde,5,"O(X(A(x2,x3),x1),X(X(x0,x2),x3))",37,33,0.89189189189189189
bde7,5,"N(A(X(X(x1,x2),x3),X(x0,x2)))",31,31,1
bde8,5,"X(A(X(x0,x1),X(x0,x2)),O(x0,x3))",37,36,0.97297297297297303
bded,5,"O(N(X(x0,x2)),X(A(x2,x3),x1))",32,29,0.90625
bdee,5,"O(X(A(x2,x3),x1),X(X(x0,x1),x3))",37,33,0.89189189189189189
bdf5,5,"N(A(X(A(x1,x3),x0),X(x0,x2)))",33,33,1
bdf6,5,"O(X(A(x1,x3),x2),X(X(x0,x1),x3))",37,36,0.97297297297297303
bdf9,5,"O(N(X(x0,x1)),X(A(x1,x3),x2))",32,31,0.96875
bdfa,5,"O(X(A(x1,x3),x2),X(X(x0,x2),x3))",37,36,0.97297297297297303
bdfc,5,"O(X(A(N(x0),x3),x1),X(x1,x2))",30,28,0.93333333333333335
bdff,5,"N(A(A(X(x0,x1),X(x0,x2)),x3))",27,23,0.85185185185185186
be05,5,"N(X(O(X(A(x1,x3),x2),x0),x3))",32,31,0.96875
be0a,5,"X(A(X(A(x1,x3),x2),X(x0,x3)),x0)",38,37,0.97368421052631582
be0c,5,"A(O(A(x0,x3),X(x1,x2)),O(x1,x3))",39,36,0.92307692307692313
be0e,5,"A(O(N(x2),x3),O(X(x1,x2),x0))",33,31,0.93939393939393945
be0f,5,"O(A(x0,x3),X(O(N(x3),x1),x2))",32,31,0.96875
be11,5,"N(X(O(X(A(x2,x3),x1),x0),x3))",32,30,0.9375
be14,5,"A(O(N(x0),x3),O(X(x1,x2),x0))",32,30,0.9375
be1a,5,"A(O(X(x0,x2),x3),O(X(x1,x2),x0))",39,37,0.94871794871794868
be1c,5,"O(A(x0,x3),X(O(A(x0,x2),x1),x2))",40,32,0.80000000000000004
be22,5,"X(A(X(A(x2,x3),x1),X(x0,x3)),x0)",38,36,0.94736842105263153
be26,5,"A(O(X(x0,x1),x3),O(X(x1,x2),x0))",39,36,0.92307692307692313
be28,5,"A(O(A(x0,x3),X(x1,x2)),O(x0,x3))",38,35,0.92105263157894735
be30,5,"A(O(A(x0,x3),X(x1,x2)),O(x2,x3))",39,38,0.97435897435897434
be32,5,"A(O(N(x1),x3),O(X(x1,x2),x0))",33,29,0.87878787878787878
be33,5,"O(A(x0,x3),X(O(N(x3),x2),x1))",32,31,0.96875
be34,5,"O(A(x0,x3),X(O(A(x0,x1),x2),x1))",40,38,0.94999999999999996
be3e,5,"O(A(O(N(x1),x3),x0),X(x1,x2))",31,30,0.967741935483871
be44,5,"X(A(N(x0),x1),A(O(x0,x2),x3))",32,30,0.9375
be50,5,"X(A(N(x0),x2),A(O(x0,x1),x3))",32,31,0.96875
be55,5,"N(X(O(A(X(x1,x2),x3),x0),x3))",31,27,0.87096774193548387
be5a,5,"O(A(x0,x3),X(A(x1,x3),X(x0,x2)))",38,36,0.94736842105263153
be5f,5,"O(N(X(x0,x3)),X(O(x0,x1),x2))",32,30,0.9375
be66,5,"O(A(x0,x3),X(A(x2,x3),X(x0,x1)))",38,35,0.92105263157894735
be6c,5,"O(A(x0,x3),X(A(O(x0,x3),x2),x1))",37,36,0.97297297297297303
be77,5,"O(N(X(x0,x3)),X(O(x0,x2),x1))",32,31,0.96875
be78,5,"O(A(x0,x3),X(A(O(x0,x3),x1),x2))",37,37,1
be7e,5,"O(X(A(N(x3),x1),x0),X(x1,x2))",30,29,0.96666666666666667
be80,5,"A(O(A(x1,x2),x3),O(X(x1,x2),x0))",40,38,0.94999999999999996
be88,5,"A(O(A(X(x1,x2),x3),x0),O(x1,x3))",38,32,0.84210526315789469
be8d,5,"N(X(O(X(x1,x2),x0),O(x1,x3)))",31,30,0.967741935483871
be8e,5,"X(A(X(O(x1,x3),x0),X(x1,x2)),x0)",39,33,0.84615384615384615
be9c,5,"O(A(x0,x3),X(A(N(x0),x2),x1))",33,32,0.96969696969696972
be9e,5,"O(A(O(x1,x3),x0),X(O(x0,x1),x2))",38,33,0.86842105263157898
bea0,5,"A(O(A(X(x1,x2),x3),x0),O(x2,x3))",38,34,0.89473684210526316
beb1,5,"N(X(O(X(x1,x2),x0),O(x2,x3)))",31,31,1
beb2,5,"X(A(X(O(x2,x3),x0),X(x1,x2)),x0)",39,37,0.94871794871794868
beb4,5,"O(A(x0,x3),X(A(N(x0),x1),x2))",33,33,1
beb6,5,"O(A(O(x2,x3),x0),X(O(x0,x2),x1))",38,38,1
bebd,5,"O(N(X(O(x1,x3),x0)),X(x1,x2))",31,30,0.967741935483871
bebf,5,"O(N(O(x1,x3)),O(X(x1,x2),x0))",29,26,0.89655172413793105
bec3,5,"N(X(O(A(x0,x3),X(x1,x2)),x3))",32,32,1
bec8,5,"A(O(X(A(x1,x3),x2),x0),O(x1,x3))",39,36,0.92307692307692313
bed7,5,"N(A(X(X(x1,x2),x3),X(x0,x3)))",31,31,1
