truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
0020,4,"A(A(N(O(x1,x3)),x0),x2)",18,11,0.61111111111111116
0021,4,"N(O(O(X(x0,x2),x1),x3))",21,11,0.52380952380952384
0028,4,"A(A(N(x3),X(x1,x2)),x0)",22,19,0.86363636363636365
002a,4,"A(N(O(A(x1,x2),x3)),x0)",23,20,0.86956521739130432
0032,4,"A(N(O(x1,x3)),O(x0,x2))",23,13,0.56521739130434778
0036,4,"A(N(x3),X(O(x0,x2),x1))",25,20,0.80000000000000004
0037,4,"N(O(A(O(x0,x2),x1),x3))",25,21,0.83999999999999997
0040,4,"A(A(N(O(x0,x3)),x1),x2)",18,15,0.83333333333333337
0041,4,"N(O(O(X(x1,x2),x0),x3))",21,18,0.8571428571428571
0048,4,"A(A(N(x3),X(x0,x2)),x1)",22,21,0.95454545454545459
004c,4,"A(N(O(A(x0,x2),x3)),x1)",23,22,0.95652173913043481
0054,4,"A(N(O(x0,x3)),O(x1,x2))",23,17,0.73913043478260865
0056,4,"A(N(x3),X(O(x1,x2),x0))",25,20,0.80000000000000004
0057,4,"N(O(A(O(x1,x2),x0),x3))",25,22,0.88
0060,4,"A(A(N(x3),X(x0,x1)),x2)",22,17,0.77272727272727271
0069,4,"N(O(X(X(x0,x1),x2),x3))",23,22,0.95652173913043481
006a,4,"A(N(x3),X(A(x1,x2),x0))",25,24,0.95999999999999996
006c,4,"A(N(x3),X(A(x0,x2),x1))",25,24,0.95999999999999996
0070,4,"A(N(O(A(x0,x1),x3)),x2)",23,18,0.78260869565217395
0078,4,"A(N(x3),X(A(x0,x1),x2))",25,24,0.95999999999999996
007f,4,"N(O(A(A(x0,x1),x2),x3))",22,21,0.95454545454545459
0080,4,"A(A(A(N(x3),x0),x1),x2)",18,17,0.94444444444444442
0082,4,"A(N(O(X(x1,x2),x3)),x0)",21,20,0.95238095238095233
0084,4,"A(N(O(X(x0,x2),x3)),x1)",21,19,0.90476190476190477
0087,4,"N(O(X(A(x0,x1),x2),x3))",25,24,0.95999999999999996
0090,4,"A(N(O(X(x0,x1),x3)),x2)",21,19,0.90476190476190477
0093,4,"N(O(X(A(x0,x2),x1),x3))",25,24,0.95999999999999996
0095,4,"N(O(X(A(x1,x2),x0),x3))",25,24,0.95999999999999996
0096,4,"A(N(x3),X(X(x0,x1),x2))",23,22,0.95652173913043481
009f,4,"N(O(A(X(x0,x1),x2),x3))",24,20,0.83333333333333337
00a8,4,"A(A(N(x3),O(x1,x2)),x0)",23,20,0.86956521739130432
00a9,4,"N(O(X(O(x1,x2),x0),x3))",25,20,0.80000000000000004
00af,4,"A(N(x3),O(N(x2),x0))",19,17,0.89473684210526316
00b7,4,"N(O(A(X(x0,x2),x1),x3))",24,23,0.95833333333333337
00bb,4,"A(N(x3),O(N(x1),x0))",19,16,0.84210526315789469
00be,4,"A(N(x3),O(X(x1,x2),x0))",24,21,0.875
00c8,4,"A(A(N(x3),O(x0,x2)),x1)",23,21,0.91304347826086951
00c9,4,"N(O(X(O(x0,x2),x1),x3))",25,21,0.83999999999999997
00cf,4,"A(N(x3),O(N(x2),x1))",19,15,0.78947368421052633
00d7,4,"N(O(A(X(x1,x2),x0),x3))",24,21,0.875
00dd,4,"A(N(x3),O(N(x0),x1))",19,15,0.78947368421052633
00de,4,"A(N(x3),O(X(x0,x2),x1))",24,14,0.58333333333333337
00e0,4,"A(A(N(x3),O(x0,x1)),x2)",23,20,0.86956521739130432
00e1,4,"N(O(X(O(x0,x1),x2),x3))",25,20,0.80000000000000004
00ea,4,"A(N(x3),O(A(x1,x2),x0))",25,20,0.80000000000000004
00ec,4,"A(N(x3),O(A(x0,x2),x1))",25,16,0.64000000000000001
00f3,4,"A(N(x3),O(N(x1),x2))",19,16,0.84210526315789469
00f5,4,"A(N(x3),O(N(x0),x2))",19,17,0.89473684210526316
00f6,4,"A(N(x3),O(X(x0,x1),x2))",24,21,0.875
00f8,4,"A(N(x3),O(A(x0,x1),x2))",25,20,0.80000000000000004
00fe,4,"A(N(x3),O(O(x0,x1),x2))",22,14,0.63636363636363635
0100,4,"A(N(O(O(x0,x1),x2)),x3)",18,16,0.88888888888888884
0102,4,"A(N(O(x1,x2)),X(x0,x3))",22,19,0.86363636363636365
0103,4,"N(O(A(x0,x3),O(x1,x2)))",23,20,0.86956521739130432
0104,4,"A(N(O(x0,x2)),X(x1,x3))",22,20,0.90909090909090906
0105,4,"N(O(A(x1,x3),O(x0,x2)))",23,21,0.91304347826086951
010e,4,"A(N(x2),X(O(x0,x1),x3))",25,25,1
010f,4,"N(O(A(O(x0,x1),x3),x2))",25,25,1
0110,4,"A(N(O(x0,x1)),X(x2,x3))",22,19,0.86363636363636365
0111,4,"N(O(A(x2,x3),O(x0,x1)))",23,20,0.86956521739130432
0132,4,"A(N(x1),X(O(x0,x2),x3))",25,22,0.88
0133,4,"N(O(A(O(x0,x2),x3),x1))",25,21,0.83999999999999997
0154,4,"A(N(x0),X(O(x1,x2),x3))",25,24,0.95999999999999996
0155,4,"N(O(A(O(x1,x2),x3),x0))",25,23,0.92000000000000004
01a8,4,"A(X(O(x1,x2),x3),X(x0,x3))",33,31,0.93939393939393945
01aa,4,"X(O(A(O(x1,x2),x3),x0),x3)",32,30,0.9375
01c8,4,"A(X(O(x0,x2),x3),X(x1,x3))",33,32,0.96969696969696972
01cc,4,"X(O(A(O(x0,x2),x3),x1),x3)",32,28,0.875
01e0,4,"A(X(O(x0,x1),x3),X(x2,x3))",33,32,0.96969696969696972
01ee,4,"X(O(A(x2,x3),O(x0,x1)),x3)",30,27,0.90000000000000002
01f0,4,"X(O(A(O(x0,x1),x3),x2),x3)",32,32,1
01fa,4,"X(O(A(x1,x3),O(x0,x2)),x3)",30,28,0.93333333333333335
01fc,4,"X(O(A(x0,x3),O(x1,x2)),x3)",30,27,0.90000000000000002
01ff,4,"N(A(O(O(x0,x1),x2),x3))",22,21,0.95454545454545459
0200,4,"A(A(N(O(x1,x2)),x0),x3)",18,16,0.88888888888888884
0201,4,"N(O(O(X(x0,x3),x1),x2))",21,19,0.90476190476190477
0208,4,"A(A(N(x2),X(x1,x3)),x0)",22,22,1
020a,4,"A(N(O(A(x1,x3),x2)),x0)",23,23,1
0220,4,"A(A(N(x1),X(x2,x3)),x0)",22,19,0.86363636363636365
0222,4,"A(N(O(A(x2,x3),x1)),x0)",23,20,0.86956521739130432
0258,4,"A(X(O(x1,x2),x3),X(x0,x2))",32,31,0.96875
0264,4,"A(X(O(x1,x2),x3),X(x0,x1))",32,31,0.96875
0280,4,"A(A(X(x1,x3),X(x2,x3)),x0)",27,26,0.96296296296296291
0288,4,"A(X(O(A(x2,x3),x1),x3),x0)",30,27,0.90000000000000002
02a0,4,"A(X(O(A(x1,x3),x2),x3),x0)",30,30,1
02aa,4,"A(N(A(O(x1,x2),x3)),x0)",25,24,0.95999999999999996
02ec,4,"A(O(x0,x1),X(O(x1,x2),x3))",32,30,0.9375
02f8,4,"A(O(x0,x2),X(O(x1,x2),x3))",32,30,0.9375
02fd,4,"X(O(N(x0),O(x1,x2)),x3)",23,22,0.95652173913043481
02fe,4,"X(O(O(X(x0,x3),x1),x2),x3)",28,26,0.9285714285714286
0302,4,"A(N(O(x1,x2)),O(x0,x3))",23,19,0.82608695652173914
0306,4,"A(N(x2),X(O(x0,x3),x1))",25,22,0.88
0307,4,"N(O(A(O(x0,x3),x1),x2))",25,23,0.92000000000000004
0312,4,"A(N(x1),X(O(x0,x3),x2))",25,19,0.76000000000000001
0313,4,"N(O(A(O(x0,x3),x2),x1))",25,16,0.64000000000000001
033c,4,"X(O(A(x1,x2),X(x1,x3)),x2)",30,28,0.93333333333333335
0348,4,"A(X(O(x0,x3),x2),X(x1,x3))",32,32,1
0357,4,"N(A(O(x0,x3),O(x1,x2)))",27,26,0.96296296296296291
035a,4,"X(O(A(x1,x3),x2),O(x0,x3))",32,32,1
035c,4,"X(O(A(x0,x2),x3),O(x1,x2))",32,31,0.96875
0360,4,"A(X(O(x0,x3),x1),X(x2,x3))",32,30,0.9375
0366,4,"X(O(A(x2,x3),x1),O(x0,x3))",32,28,0.875
0374,4,"X(O(A(x0,x1),x3),O(x1,x2))",32,30,0.9375
039a,4,"X(O(X(x0,x1),x3),O(x1,x2))",31,29,0.93548387096774188
03a6,4,"X(O(X(x0,x2),x3),O(x1,x2))",31,30,0.967741935483871
03a8,4,"A(O(x0,x3),X(O(x1,x2),x3))",34,33,0.97058823529411764
03a9,4,"X(O(N(x0),x3),O(x1,x2))",25,24,0.95999999999999996
